itemid,hotelid,hotelname,address,city,country,propertytype,starrating,roomamenities,roomtype,ratedescription,average_price
517,368193,Hotel Exel,Alte Zeile 14,Amstetten,Austria,Hotels,4,Air conditioning ;Carpeting ;Closet ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Mini bar ;Satellitecable channels ;Smoke detector ;Telephone ;Toiletries ;Wake-up service ;Woodenparqueted flooring ;,Single Room,Room size 18 m_square194 ft_square Shower and bathtub 2 single beds,141.935
518,368779,Hotel Kaiservilla,Badgasse 1,Berndorf,Austria,Hotels,3,Air conditioning ;Carpeting ;Closet ;Clothes rack ;Coffeetea maker ;Desk ;Fan ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mini bar ;Satellitecable channels ;Seating area ;Smoke detector ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Comfort Double Room,Room size 30 m_square323 ft_square Shower 1 queen bed,102.47
519,368779,Hotel Kaiservilla,Badgasse 1,Berndorf,Austria,Hotels,3,Air conditioning ;Carpeting ;Closet ;Clothes rack ;Coffeetea maker ;Desk ;Fan ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mini bar ;Satellitecable channels ;Seating area ;Smoke detector ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Superior Double Room,Room size 40 m_square431 ft_square Shower and bathtub 1 queen bed,102.47
520,368779,Hotel Kaiservilla,Badgasse 1,Berndorf,Austria,Hotels,3,Air conditioning ;Carpeting ;Closet ;Clothes rack ;Desk ;Fan ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mini bar ;Satellitecable channels ;Seating area ;Smoke detector ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Double Room,Room size 20 m_square215 ft_square Shower 1 queen bed,102.47
521,368779,Hotel Kaiservilla,Badgasse 1,Berndorf,Austria,Hotels,3,Air conditioning ;Carpeting ;Closet ;Clothes rack ;Desk ;Fan ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mini bar ;Satellitecable channels ;Seating area ;Smoke detector ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Single Room,Room size 20 m_square215 ft_square Shower 1 single bed,102.47
522,370028,Hotel Post Honigwirt,Gunserstr. 2,Kirchschlag,Austria,Hotels,3,Air conditioning ;Carpeting ;Closet ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;High chair ;In-room safe box ;Ironing facilities ;Linens ;Satellitecable channels ;Seating area ;Separate dining area ;Smoke detector ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Double Room,Room size 18 m_square194 ft_square Balconyterrace Shower 1 queen bed,64.29
523,370711,Hotel Servus Europa Suben,Etzelshofen 125,Suben,Austria,Hotels,3,Air conditioning ;Carpeting ;Closet ;Clothes rack ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Satellitecable channels ;Smoke detector ;Soundproofing ;Toiletries ;Towels ;,Double Room,Room size 26 m_square280 ft_square Shower 1 queen bed,150.945
524,370711,Hotel Servus Europa Suben,Etzelshofen 125,Suben,Austria,Hotels,3,Air conditioning ;Carpeting ;Closet ;Clothes rack ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Satellitecable channels ;Smoke detector ;Soundproofing ;Toiletries ;Towels ;,Family Room,Room size 26 m_square280 ft_square Shower and bathtub 2 single beds and 1 queen bed,150.945
525,370711,Hotel Servus Europa Suben,Etzelshofen 125,Suben,Austria,Hotels,3,Air conditioning ;Carpeting ;Closet ;Clothes rack ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Satellitecable channels ;Smoke detector ;Soundproofing ;Toiletries ;Towels ;,Single Room,Room size 20 m_square215 ft_square Shower 1 single bed,150.945
526,370711,Hotel Servus Europa Suben,Etzelshofen 125,Suben,Austria,Hotels,3,Air conditioning ;Carpeting ;Closet ;Clothes rack ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Satellitecable channels ;Smoke detector ;Soundproofing ;Toiletries ;Towels ;,Triple Room,Room size 26 m_square280 ft_square Shower 1 single bed and 1 queen bed,150.945
527,371394,Hotel Vinothek Schwarzer Adler,Marktplatz 19,Ottensheim,Austria,Hotels,3,Air conditioning ;Closet ;Clothes rack ;Desk ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Satellitecable channels ;Smoke detector ;Sofa ;Soundproofing ;Telephone ;Toiletries ;Towels ;Woodenparqueted flooring ;,Double Room,Room size 20 m_square215 ft_square Balconyterrace Shower 1 queen bed,74.395
528,371394,Hotel Vinothek Schwarzer Adler,Marktplatz 19,Ottensheim,Austria,Hotels,3,Air conditioning ;Closet ;Clothes rack ;Desk ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Satellitecable channels ;Smoke detector ;Soundproofing ;Telephone ;Toiletries ;Towels ;Woodenparqueted flooring ;,Single Room,Room size 15 m_square161 ft_square Shower 1 single bed,74.395
529,381887,Landhotel Stockerwirt,Vorderstoder 2,Vorderstoder,Austria,Hotels,4,Additional toilet ;Air conditioning ;Bathrobes ;Closet ;Clothes rack ;Desk ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mini bar ;Mirror ;Satellitecable channels ;Smoke detector ;Sofa ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Premium Panorama Double Room ,Room size 33 m_square355 ft_square Balconyterrace Shower Executive lounge access 1 queen bed,179.33
530,381887,Landhotel Stockerwirt,Vorderstoder 2,Vorderstoder,Austria,Hotels,4,Air conditioning ;Bathrobes ;Carpeting ;Closet ;Clothes rack ;Desk ;DVDCD player ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Interconnecting rooms available ;Linens ;Mini bar ;Mirror ;Satellitecable channels ;Smoke detector ;Sofa ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Classic Family Room,Room size 30 m_square323 ft_square Balconyterrace Shower Executive lounge access 2 single beds and 1 queen bed,179.33
531,381887,Landhotel Stockerwirt,Vorderstoder 2,Vorderstoder,Austria,Hotels,4,Air conditioning ;Bathrobes ;Carpeting ;Closet ;Clothes rack ;Desk ;DVDCD player ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mini bar ;Mirror ;Satellitecable channels ;Smoke detector ;Sofa ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Classic Double Room,Room size 27 m_square291 ft_square Balconyterrace Shower Executive lounge access 1 queen bed,179.33
532,381887,Landhotel Stockerwirt,Vorderstoder 2,Vorderstoder,Austria,Hotels,4,Air conditioning ;Bathrobes ;Carpeting ;Closet ;Clothes rack ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Interconnecting rooms available ;Linens ;Mirror ;Satellitecable channels ;Smoke detector ;Sofa ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Standard Family Room,Room size 27 m_square291 ft_square Balconyterrace Shower Executive lounge access 2 single beds and 1 queen bed,179.33
533,381887,Landhotel Stockerwirt,Vorderstoder 2,Vorderstoder,Austria,Hotels,4,Air conditioning ;Bathrobes ;Carpeting ;Closet ;Clothes rack ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mirror ;Satellitecable channels ;Smoke detector ;Sofa ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Standard Double Room,Room size 18 m_square194 ft_square Balconyterrace Shower Executive lounge access 1 queen bed,179.33
534,383927,Hotel Krone Langenegg,Gfall 107,Langenegg,Austria,Hotels,4,Additional toilet ;Air conditioning ;Alarm clock ;Bathrobes ;Closet ;Desk ;Extra long bed ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mini bar ;Mirror ;Satellitecable channels ;Seating area ;Smoke detector ;Sofa ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Junior Suite,Room size 54 m_square581 ft_square Shower and bathtub 1 king bed,201.43
535,383927,Hotel Krone Langenegg,Gfall 107,Langenegg,Austria,Hotels,4,Air conditioning ;Alarm clock ;Bathrobes ;Carpeting ;Closet ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Interconnecting rooms available ;Linens ;Mini bar ;Mirror ;Satellitecable channels ;Seating area ;Smoke detector ;Sofa ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Double Room,Room size 22 m_square237 ft_square Shower 1 queen bed and 1 sofa bed and 1 futon,201.43
536,383927,Hotel Krone Langenegg,Gfall 107,Langenegg,Austria,Hotels,4,Air conditioning ;Alarm clock ;Bathrobes ;Closet ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mini bar ;Mirror ;Satellitecable channels ;Seating area ;Smoke detector ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Single Room,Room size 22 m_square237 ft_square Shower 1 single bed,201.43
537,387309,Hotel Gasthof Brauwirt,Lengfelden 21,Bergheim,Austria,Hotels,3,Air conditioning ;Blackout curtains ;Carpeting ;Closet ;Daily housekeeping ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Satellitecable channels ;Seating area ;Sofa ;Telephone ;Toiletries ;Wake-up service ;,Quadruple,Room size 28 m_square301 ft_square Balconyterrace Shower and bathtub 2 single beds and 1 queen bed,215.495
538,387309,Hotel Gasthof Brauwirt,Lengfelden 21,Bergheim,Austria,Hotels,3,Air conditioning ;Blackout curtains ;Carpeting ;Closet ;Daily housekeeping ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Satellitecable channels ;Seating area ;Sofa ;Telephone ;Toiletries ;Wake-up service ;,Superior Double Room,Room size 28 m_square301 ft_square Balconyterrace Non-smoking Shower and bathtub 1 double bed,215.495
539,387309,Hotel Gasthof Brauwirt,Lengfelden 21,Bergheim,Austria,Hotels,3,Air conditioning ;Blackout curtains ;Carpeting ;Closet ;Daily housekeeping ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Satellitecable channels ;Seating area ;Sofa ;Telephone ;Toiletries ;Wake-up service ;,Tripe Room,Room size 28 m_square301 ft_square Balconyterrace Non-smoking Shower and bathtub 1 single bed and 1 queen bed,215.495
540,387309,Hotel Gasthof Brauwirt,Lengfelden 21,Bergheim,Austria,Hotels,3,Air conditioning ;Blackout curtains ;Carpeting ;Closet ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Satellitecable channels ;Seating area ;Sofa ;Telephone ;Toiletries ;Wake-up service ;,Superior Single Room,Room size 20 m_square215 ft_square Balconyterrace Non-smoking Shower 1 single bed,215.495
541,387309,Hotel Gasthof Brauwirt,Lengfelden 21,Bergheim,Austria,Hotels,3,Air conditioning ;Blackout curtains ;Closet ;Daily housekeeping ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Satellitecable channels ;Seating area ;Sofa ;Telephone ;Toiletries ;Wake-up service ;,Twin Room,Room size 28 m_square301 ft_square Non-smoking Shower 2 single beds,215.495
542,387309,Hotel Gasthof Brauwirt,Lengfelden 21,Bergheim,Austria,Hotels,3,Air conditioning ;Blackout curtains ;Closet ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Satellitecable channels ;Seating area ;Sofa ;Telephone ;Toiletries ;Wake-up service ;,Comfort Double Room,Room size 28 m_square301 ft_square Non-smoking Shower 2 single beds or 1 double bed,215.495
543,387309,Hotel Gasthof Brauwirt,Lengfelden 21,Bergheim,Austria,Hotels,3,Air conditioning ;Blackout curtains ;Closet ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Satellitecable channels ;Seating area ;Sofa ;Telephone ;Toiletries ;Wake-up service ;,Comfort Single Room,Room size 20 m_square215 ft_square Non-smoking Shower 1 single bed,215.495
544,390137,Hochberghaus,Kasberg 1,Grunau Im Almtal,Austria,Hotels,3,Additional toilet ;Air conditioning ;Bathrobes ;Carpeting ;Closet ;Clothes dryer ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Interconnecting rooms available ;Ironing facilities ;Linens ;Mini bar ;Mirror ;Refrigerator ;Seating area ;Separate dining area ;Smoke detector ;Sofa ;Telephone ;Toiletries ;Towels ;TV [flat screen] ;Washing machine ;Woodenparqueted flooring ;,Double Room,Room size 35 m_square377 ft_square Balconyterrace Shower 1 queen bed and 1 sofa bed,112.72
545,390216,Olerhof,Aubach 9,Haag Am Hausruck,Austria,Hotels,4,Air conditioning ;Desk ;Free Wi-Fi in all rooms ;Heating ;In-room safe box ;Satellitecable channels ;Smoke detector ;,Double Room,Room size 22 m_square237 ft_square Shower 1 queen bed,104.095
546,390216,Olerhof,Aubach 9,Haag Am Hausruck,Austria,Hotels,4,Air conditioning ;Free Wi-Fi in all rooms ;Heating ;In-room safe box ;Satellitecable channels ;Smoke detector ;,Comfort Double Room,Room size 20 m_square215 ft_square Shower 1 queen bed and 1 sofa bed,104.095
547,390216,Olerhof,Aubach 9,Haag Am Hausruck,Austria,Hotels,4,Air conditioning ;Free Wi-Fi in all rooms ;Heating ;In-room safe box ;Satellitecable channels ;Smoke detector ;,Comfort Studio,Room size 40 m_square431 ft_square Shower 1 queen bed and 1 sofa bed,104.095
548,390216,Olerhof,Aubach 9,Haag Am Hausruck,Austria,Hotels,4,Air conditioning ;Free Wi-Fi in all rooms ;Heating ;In-room safe box ;Satellitecable channels ;Smoke detector ;,Cozy Two-Bedroom Apartment,Room size 60 m_square646 ft_square 2 bathrooms Shower 2 queen beds and 1 sofa bed,104.095
549,390216,Olerhof,Aubach 9,Haag Am Hausruck,Austria,Hotels,4,Air conditioning ;Free Wi-Fi in all rooms ;Heating ;In-room safe box ;Satellitecable channels ;Smoke detector ;,Single Room,Room size 18 m_square194 ft_square Shower 1 single bed,104.095
550,391151,Hotel-Restaurant Moser Pochlarn,Bahnhofsplatz 3,Pochlarn,Austria,Hotels,3,Air conditioning ;Free Wi-Fi in all rooms ;In-room safe box ;Shower ;TV ;,Apartment 8 Adults,Room size 50 m_square538 ft_square 6 single beds and 2 queen beds,120.675
551,391151,Hotel-Restaurant Moser Pochlarn,Bahnhofsplatz 3,Pochlarn,Austria,Hotels,3,Air conditioning ;Free Wi-Fi in all rooms ;In-room safe box ;Shower ;TV ;,Quadruple Room,Room size 25 m_square269 ft_square 1 queen bed and 2 sofa beds,120.675
552,391151,Hotel-Restaurant Moser Pochlarn,Bahnhofsplatz 3,Pochlarn,Austria,Hotels,3,Air conditioning ;Free Wi-Fi in all rooms ;In-room safe box ;Shower ;TV ;,Standard Double Room,Room size 20 m_square215 ft_square 1 queen bed or 2 single beds,120.675
553,391151,Hotel-Restaurant Moser Pochlarn,Bahnhofsplatz 3,Pochlarn,Austria,Hotels,3,Air conditioning ;Free Wi-Fi in all rooms ;In-room safe box ;Shower ;TV ;,Standard Single Room,Room size 12 m_square129 ft_square 1 single bed,120.675
554,391151,Hotel-Restaurant Moser Pochlarn,Bahnhofsplatz 3,Pochlarn,Austria,Hotels,3,Air conditioning ;Free Wi-Fi in all rooms ;In-room safe box ;Shower ;TV ;,Triple Room,Room size 25 m_square269 ft_square 1 queen bed and 1 sofa bed,120.675
555,391151,Hotel-Restaurant Moser Pochlarn,Bahnhofsplatz 3,Pochlarn,Austria,Hotels,3,Air conditioning ;Free Wi-Fi in all rooms ;In-room safe box ;Shower ;TV ;,Vacation Home,Room size 50 m_square538 ft_square 4 single beds and 3 queen beds,120.675
556,395961,Hotel GIP,Ungarnstrasse 10,Grosspetersdorf,Austria,Hotels,4,Air conditioning ;Carpeting ;Closet ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mini bar ;Satellitecable channels ;Seating area ;Sofa ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Senior Suite with Lake View,Room size 35 m_square377 ft_square Balconyterrace Shower 1 queen bed,141.695
557,395961,Hotel GIP,Ungarnstrasse 10,Grosspetersdorf,Austria,Hotels,4,Air conditioning ;Carpeting ;Closet ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mini bar ;Satellitecable channels ;Seating area ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Double Room with Balcony,Room size 20 m_square215 ft_square Balconyterrace Shower 1 queen bed,141.695
558,395961,Hotel GIP,Ungarnstrasse 10,Grosspetersdorf,Austria,Hotels,4,Air conditioning ;Carpeting ;Closet ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mini bar ;Satellitecable channels ;Seating area ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Double Room with Lake View,Room size 20 m_square215 ft_square Balconyterrace Shower 1 queen bed,141.695
559,395961,Hotel GIP,Ungarnstrasse 10,Grosspetersdorf,Austria,Hotels,4,Air conditioning ;Free Wi-Fi in all rooms ;Hair dryer ;In-room safe box ;Satellitecable channels ;Shower ;,Guestroom,Room size 35 m_square377 ft_square Balconyterrace,141.695
560,395961,Hotel GIP,Ungarnstrasse 10,Grosspetersdorf,Austria,Hotels,4,Air conditioning ;Free Wi-Fi in all rooms ;Hair dryer ;In-room safe box ;Satellitecable channels ;Shower ;,Run of House,Balconyterrace,141.695
561,395961,Hotel GIP,Ungarnstrasse 10,Grosspetersdorf,Austria,Hotels,4,Air conditioning ;Free Wi-Fi in all rooms ;In-room safe box ;Shower ;TV ;,Double single use,Free Breakfast Free Wi-Fi Extra low price non-refundable,141.695
562,405050,... mein romantisches Hotel Toalstock,Obere Dorfstrasse 27,Fiss,Austria,Hotels,4,Air conditioning ;Bathrobes ;Carpeting ;Closet ;Desk ;DVDCD player ;Extra long bed ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;iPod docking station ;Mini bar ;Mirror ;Satellitecable channels ;Seating area ;Slippers ;Smoke detector ;Sofa ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Deluxe Double Room,Room size 34 m_square366 ft_square Balconyterrace Shower and bathtub 1 king bed,221.825
563,405050,... mein romantisches Hotel Toalstock,Obere Dorfstrasse 27,Fiss,Austria,Hotels,4,Air conditioning ;Bathrobes ;Carpeting ;Closet ;Desk ;DVDCD player ;Extra long bed ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;iPod docking station ;Mini bar ;Mirror ;Satellitecable channels ;Seating area ;Slippers ;Smoke detector ;Sofa ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Double Room with Balcony,Room size 28 m_square301 ft_square Balconyterrace Shower 1 king bed,221.825
564,405050,... mein romantisches Hotel Toalstock,Obere Dorfstrasse 27,Fiss,Austria,Hotels,4,Air conditioning ;Bathrobes ;Carpeting ;Closet ;Desk ;DVDCD player ;Extra long bed ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Mini bar ;Mirror ;Satellitecable channels ;Seating area ;Slippers ;Smoke detector ;Sofa ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Junior Suite with Balcony,Room size 36 m_square388 ft_square Balconyterrace Shower and bathtub 1 king bed and 1 sofa bed,221.825
565,416476,Hotel Rotlechhof,Rinnen 26,Berwang,Austria,Hotels,4,Air conditioning ;Carpeting ;Closet ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Satellitecable channels ;Sofa ;Telephone ;Towels ;,Basic Triple Room,Room size 35 m_square377 ft_square Shower 1 queen bed and 1 sofa bed,212.485
566,416476,Hotel Rotlechhof,Rinnen 26,Berwang,Austria,Hotels,4,Air conditioning ;Carpeting ;Closet ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Satellitecable channels ;Sofa ;Telephone ;Towels ;,Comfort Double Room,Room size 35 m_square377 ft_square Balconyterrace Shower 1 queen bed,212.485
567,416476,Hotel Rotlechhof,Rinnen 26,Berwang,Austria,Hotels,4,Air conditioning ;Carpeting ;Closet ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Satellitecable channels ;Sofa ;Telephone ;Towels ;,Standard Family Room,Room size 35 m_square377 ft_square Shower 1 queen bed and 1 sofa bed,212.485
